age,female,"bs(age, df=6, degree=3, include_intercept=False)[0]","bs(age, df=6, degree=3, include_intercept=False)[1]","bs(age, df=6, degree=3, include_intercept=False)[2]","bs(age, df=6, degree=3, include_intercept=False)[3]","bs(age, df=6, degree=3, include_intercept=False)[4]","bs(age, df=6, degree=3, include_intercept=False)[5]","bs(age, df=6, degree=3, include_intercept=False)[0]:female","bs(age, df=6, degree=3, include_intercept=False)[1]:female","bs(age, df=6, degree=3, include_intercept=False)[2]:female","bs(age, df=6, degree=3, include_intercept=False)[3]:female","bs(age, df=6, degree=3, include_intercept=False)[4]:female","bs(age, df=6, degree=3, include_intercept=False)[5]:female"
44.917,1,1.681056510387197e-08,0.13912274105080452,0.7534976043965692,0.10737963774206111,0.0,0.0,1.681056510387197e-08,0.13912274105080452,0.7534976043965692,0.10737963774206111,0.0,0.0
45.0,0,0.0,0.13709677419354496,0.7539288668320934,0.1089743589743617,4.536824786090434e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1,0.0,0.13709677419354496,0.7539288668320934,0.1089743589743617,4.536824786090434e-44,0.0,0.0,0.13709677419354496,0.7539288668320934,0.1089743589743617,4.536824786090434e-44,0.0
45.083,0,0.0,0.13509051199807007,0.7543247292093,0.11058474964417671,9.148453194219036e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.083,1,0.0,0.13509051199807007,0.7543247292093,0.11058474964417671,9.148453194219036e-09,0.0,0.0,0.13509051199807007,0.7543247292093,0.11058474964417671,9.148453194219036e-09,0.0
45.167,0,0.0,0.13310391888148543,0.7546853310389328,0.11221067689195623,7.318762555356508e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.167,1,0.0,0.13310391888148543,0.7546853310389328,0.11221067689195623,7.318762555356508e-08,0.0,0.0,0.13310391888148543,0.7546853310389328,0.11221067689195623,7.318762555356508e-08,0.0
45.25,0,0.0,0.13113689795177683,0.7550108891570924,0.1138519658828945,2.4700823624307156e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.25,1,0.0,0.13113689795177683,0.7550108891570924,0.1138519658828945,2.4700823624307156e-07,0.0,0.0,0.13113689795177683,0.7550108891570924,0.1138519658828945,2.4700823624307156e-07,0.0
45.333,0,0.0,0.12918935231693,0.7553016203998797,0.11550844178218586,5.855010044277718e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.333,1,0.0,0.12918935231693,0.7553016203998797,0.11550844178218586,5.855010044277718e-07,0.0,0.0,0.12918935231693,0.7553016203998797,0.11550844178218586,5.855010044277718e-07,0.0
45.417,0,0.0,0.12726118508493073,0.7555577416033956,0.11717992975502459,1.1435566492726994e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.417,1,0.0,0.12726118508493073,0.7555577416033956,0.11717992975502459,1.1435566492726994e-06,0.0,0.0,0.12726118508493073,0.7555577416033956,0.11717992975502459,1.1435566492726994e-06,0.0
45.5,0,0.0,0.1253522993637647,0.7557794696037405,0.11886625496660486,1.9760658899428877e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.5,1,0.0,0.1253522993637647,0.7557794696037405,0.11886625496660486,1.9760658899428877e-06,0.0,0.0,0.1253522993637647,0.7557794696037405,0.11886625496660486,1.9760658899428877e-06,0.0
45.583,0,0.0,0.12346259826141778,0.7559670212370155,0.12056724258212102,3.13791944560337e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.583,1,0.0,0.12346259826141778,0.7559670212370155,0.12056724258212102,3.13791944560337e-06,0.0,0.0,0.12346259826141778,0.7559670212370155,0.12056724258212102,3.13791944560337e-06,0.0
45.667,0,0.0,0.12159198488587568,0.7561206133393215,0.12228271776676734,4.68400803541918e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.667,1,0.0,0.12159198488587568,0.7561206133393215,0.12228271776676734,4.68400803541918e-06,0.0,0.0,0.12159198488587568,0.7561206133393215,0.12228271776676734,4.68400803541918e-06,0.0
45.75,0,0.0,0.1197403623451242,0.7562404627467592,0.1240125056857381,6.669222378555349e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
