quantiles,intercept,age_beta,female_beta,noplace_beta,poor_beta,education_L12_beta,singlefamily_beta,crowded_beta,rented_beta,notemployed_beta
0.9,92.94736842105264,-0.10526315789473742,-2.631578947368426,1.8947368421052804,1.0526315789473704,1.7894736842105514,0.42105263157898426,0.6315789473684097,0.42105263157893297,-1.8947368421053103
0.91,93.04761904761831,-0.09523809523808087,-2.7619047619046504,2.1904761904761543,1.5238095238097789,1.523809523809593,0.4761904761903913,0.6666666666664239,0.2857142857143171,-2.285714285714545
0.92,91.96923076923225,-0.06153846153847746,-3.0461538461540343,2.5230769230765575,2.123076923076958,1.3230769230768171,0.21538461538520723,0.5230769230765258,0.39999999999950553,-2.6153846153846882
0.93,90.00000000000018,-3.631887887790082e-15,-3.9999999999999765,2.9999999999999494,2.0000000000000018,0.9999999999999677,0.9999999999999895,-1.4776681957401037e-14,5.130477202738252e-14,-2.0000000000000107
0.9400000000000001,91.85714285714309,-0.028571428571432703,-3.857142857142945,3.7428571428573396,2.514285714285735,0.71428571428568155,0.4285714285714886,-0.3999999999999543,0.8285714285713991,-1.8857142857143647
0.9500000000000001,92.0000000000001,-2.342332972504903e-15,-4.000000000000011,4.000000000000007,1.9999999999999976,3.920177965492809e-14,-1.8337943427697937e-14,1.9999999999941547,2.1207515737515963e-14,-1.9999999999999734
0.96,94.18518518518506,-0.03703703703703555,-3.5185185185185,4.796296296296231,2.0925925925926623,0.8518518518518402,-1.0370370370369608,0.6666666666667054,0.05555555555561803,-0.7592592592593358
0.97,93.99999999999984,2.3867829528935784e-15,-3.999999999999911,3.9999999999999822,1.999999999999933,1.633052573127175e-13,-4.1196868973915815e-14,-1.0090977636929733e-13,1.9999999999999967,-1.9999999999999718
0.98,95.99999999999999,1.6352965253179448e-16,-3.9999999999999867,5.999999999999998,2.0000000000001137,3.936884395835706e-14,-4.052599643006292e-14,-9.63781217988403e-15,2.0000000000000053,-2.0000000000000275
0.99,98.00000000000007,-6.386551454769483e-16,-4.000000000000032,6.9999999999996465,4.999999999999573,2.0000000000000377,-5.763593291379968e-14,-9.925498370599853e-14,1.0000000000003217,0.9999999999998115
