N,E,S1,S2,D
0.23042,0.14931,0.09827,0.05525,0.46675
0.22975,0.14874,0.09782,0.05501,0.46868
0.22915,0.14794,0.09723,0.05477,0.47091
0.22849,0.14697,0.09682,0.05463,0.47309
0.22752,0.14655,0.09631,0.05454,0.47508
0.22643,0.14637,0.09579,0.05442,0.47699
0.22572,0.14595,0.09514,0.0541,0.47909
0.22505,0.14498,0.09477,0.05401,0.48119
0.22475,0.14464,0.09396,0.05345,0.4832
0.22415,0.14345,0.09371,0.05326,0.48543
0.22332,0.14282,0.09291,0.0531,0.48785
0.2224,0.14201,0.09253,0.05275,0.49031
0.2215,0.14119,0.09205,0.05275,0.49251
0.22036,0.14071,0.0916,0.05265,0.49468
0.21956,0.13995,0.09097,0.05234,0.49718
0.21884,0.13916,0.09052,0.05214,0.49934
0.21796,0.13876,0.08988,0.05199,0.50141
0.21704,0.1379,0.08941,0.05211,0.50354
0.21648,0.13695,0.08907,0.05175,0.50575
0.21555,0.13639,0.08853,0.05179,0.50774
0.21492,0.1358,0.08811,0.05128,0.50989
0.21411,0.13558,0.08751,0.05081,0.51199
0.21357,0.135,0.08706,0.05005,0.51432
0.2127,0.13422,0.0865,0.04988,0.5167
0.21233,0.13381,0.08591,0.04922,0.51873
0.21174,0.13349,0.08532,0.04858,0.52087
0.21094,0.13302,0.0847,0.04811,0.52323
0.21011,0.13275,0.08394,0.04772,0.52548
0.20929,0.13212,0.08343,0.04746,0.5277
0.20876,0.13141,0.08291,0.04721,0.52971
0.20793,0.1306,0.08253,0.04696,0.53198
0.20708,0.12978,0.08243,0.04666,0.53405
0.20652,0.1292,0.08191,0.04628,0.53609
0.20585,0.12834,0.0815,0.0459,0.53841
0.20508,0.12772,0.08067,0.04586,0.54067
0.20447,0.12706,0.08013,0.04553,0.54281
0.20369,0.12647,0.07948,0.04533,0.54503
0.20297,0.12556,0.07901,0.04519,0.54727
0.2023,0.12516,0.07809,0.04502,0.54943
0.2014,0.12422,0.07787,0.04473,0.55178
0.2004,0.12352,0.07744,0.04453,0.55411
0.1998,0.12269,0.07697,0.04431,0.55623
0.19925,0.12189,0.0762,0.04423,0.55843
0.19831,0.12109,0.07566,0.04426,0.56068
0.19768,0.12039,0.07481,0.04424,0.56288
0.19695,0.11948,0.07435,0.0439,0.56532
0.19615,0.11903,0.07361,0.04363,0.56758
0.1952,0.11871,0.07294,0.04329,0.56986
0.19437,0.11801,0.07228,0.04314,0.5722
0.19332,0.11741,0.07176,0.0429,0.57461
0.19262,0.11676,0.07141,0.04251,0.5767
0.1917,0.11627,0.07076,0.04227,0.579
0.19075,0.11586,0.07012,0.04194,0.58133
0.18983,0.11492,0.06973,0.04191,0.58361
0.18901,0.11446,0.06928,0.04157,0.58568
0.1878,0.11356,0.06908,0.04158,0.58798
0.18721,0.11285,0.0686,0.04123,0.59011
0.18587,0.11197,0.06812,0.04108,0.59296
0.18526,0.11079,0.06799,0.04063,0.59533
0.18429,0.11031,0.06736,0.04037,0.59767
0.18343,0.10965,0.06694,0.03995,0.60003
0.18253,0.10885,0.06649,0.03975,0.60238
0.1814,0.10816,0.06616,0.03942,0.60486
0.18012,0.10736,0.06596,0.03921,0.60735
0.17934,0.1068,0.06518,0.03895,0.60973
0.17857,0.10584,0.06501,0.03856,0.61202
0.17781,0.10541,0.06446,0.03814,0.61418
0.17661,0.10483,0.06421,0.03795,0.6164
0.17601,0.10468,0.06333,0.03742,0.61856
0.17541,0.10397,0.0627,0.03698,0.62094
0.17483,0.10319,0.06207,0.03659,0.62332
0.17406,0.10226,0.06155,0.03641,0.62572
0.1732,0.10144,0.06104,0.03615,0.62817
0.17231,0.10081,0.06037,0.03585,0.63066
0.17177,0.10023,0.05973,0.03538,0.63289
0.17069,0.09971,0.05927,0.03516,0.63517
0.17028,0.09924,0.05857,0.03482,0.63709
0.16933,0.09848,0.05809,0.03443,0.63967
0.1688,0.09787,0.05735,0.03406,0.64192
0.16807,0.09712,0.05702,0.03364,0.64415
0.16752,0.09637,0.05652,0.03327,0.64632
