N,E,S1,S2,D
0.32049,0.20698,0.15684,0.07186,0.24383
0.31985,0.2067,0.15659,0.07161,0.24525
0.3196,0.20679,0.15531,0.07164,0.24666
0.3192,0.20662,0.15501,0.07114,0.24803
0.31883,0.20606,0.15499,0.07074,0.24938
0.31741,0.20731,0.15411,0.07025,0.25092
0.31695,0.20745,0.15354,0.06965,0.25241
0.31723,0.20695,0.15241,0.06956,0.25385
0.31673,0.20652,0.15195,0.06961,0.25519
0.31651,0.20559,0.15186,0.06905,0.25699
0.31611,0.20532,0.15067,0.06938,0.25852
0.31575,0.2052,0.15009,0.06904,0.25992
0.31543,0.20437,0.14972,0.06899,0.26149
0.31446,0.20422,0.14966,0.06874,0.26292
0.31401,0.20363,0.14916,0.06873,0.26447
0.31426,0.20376,0.14783,0.06833,0.26582
0.31339,0.20318,0.14754,0.06837,0.26752
0.31305,0.20315,0.14486,0.06989,0.26905
0.31229,0.20155,0.14562,0.07002,0.27052
0.31179,0.20143,0.14508,0.06962,0.27208
0.31112,0.20178,0.14347,0.07025,0.27338
0.31229,0.19962,0.14301,0.07011,0.27497
0.31226,0.1992,0.14227,0.06974,0.27653
0.31233,0.19976,0.14031,0.06942,0.27818
0.31181,0.19963,0.13838,0.07032,0.27986
0.31135,0.19918,0.13788,0.06999,0.2816
0.30958,0.19974,0.1376,0.06989,0.28319
0.30945,0.19935,0.13658,0.06963,0.28499
0.30877,0.1988,0.13627,0.06974,0.28642
0.30844,0.19737,0.13698,0.06911,0.2881
0.30784,0.19658,0.1362,0.0697,0.28968
0.30763,0.19586,0.13582,0.06946,0.29123
0.3067,0.19471,0.13625,0.06929,0.29305
0.30793,0.19246,0.13645,0.0684,0.29476
0.3072,0.19184,0.13617,0.06847,0.29632
0.30658,0.19159,0.13548,0.06827,0.29808
0.30613,0.19184,0.13334,0.06891,0.29978
0.30562,0.19113,0.13317,0.06868,0.3014
0.30495,0.19053,0.13292,0.06841,0.30319
0.30461,0.1903,0.13212,0.06824,0.30473
0.30415,0.18947,0.13175,0.0684,0.30623
0.3038,0.18977,0.13054,0.06789,0.308
0.30259,0.19,0.13015,0.06745,0.30981
0.30243,0.1903,0.12924,0.06646,0.31157
0.30168,0.18997,0.12897,0.06599,0.31339
0.30123,0.18957,0.12839,0.06547,0.31534
0.30075,0.18888,0.12822,0.06527,0.31688
0.3007,0.18888,0.12717,0.06468,0.31857
0.30158,0.18656,0.12703,0.06432,0.32051
0.30086,0.18667,0.12636,0.06381,0.3223
0.30021,0.18626,0.12618,0.0635,0.32385
0.29962,0.18591,0.12556,0.06314,0.32577
0.29884,0.1849,0.12579,0.06299,0.32748
0.29927,0.18349,0.12502,0.06277,0.32945
0.29655,0.18434,0.12502,0.06295,0.33114
0.29604,0.18456,0.1237,0.06267,0.33303
0.29513,0.18441,0.12294,0.06256,0.33496
0.29419,0.18415,0.12263,0.06228,0.33675
0.29352,0.18247,0.12327,0.06233,0.33841
0.29326,0.18284,0.12181,0.06191,0.34018
0.29289,0.18231,0.12132,0.0618,0.34168
0.29221,0.18196,0.12139,0.06106,0.34338
0.2919,0.18119,0.12118,0.06069,0.34504
0.29174,0.1809,0.1204,0.0603,0.34666
0.29112,0.18023,0.11933,0.06096,0.34836
0.2905,0.17961,0.11899,0.06076,0.35014
0.29016,0.17756,0.11985,0.06061,0.35182
0.28964,0.17642,0.11986,0.06046,0.35362
0.28907,0.1758,0.11917,0.06051,0.35545
0.28849,0.17545,0.11874,0.06008,0.35724
0.2877,0.17461,0.11833,0.0603,0.35906
0.28685,0.17438,0.11769,0.06024,0.36084
0.28626,0.17312,0.11784,0.06022,0.36256
0.28585,0.17277,0.11726,0.05977,0.36435
0.28531,0.17205,0.11521,0.06095,0.36648
0.28497,0.17163,0.11443,0.06066,0.36831
0.28419,0.17168,0.11355,0.06038,0.3702
0.28371,0.17122,0.11251,0.06023,0.37233
0.28273,0.17049,0.11211,0.06003,0.37464
0.28169,0.17043,0.11151,0.05968,0.37669
0.28124,0.16973,0.11125,0.05919,0.37859
0.28088,0.1693,0.11071,0.05872,0.38039
0.28021,0.16907,0.10999,0.05858,0.38215
0.2797,0.16845,0.10879,0.05886,0.3842
0.27884,0.16704,0.10922,0.0586,0.3863
0.2774,0.16734,0.10899,0.05807,0.3882
0.27669,0.16684,0.10848,0.05783,0.39016
0.27603,0.16615,0.10805,0.05751,0.39226
0.2752,0.16586,0.10725,0.05747,0.39422
0.27453,0.16566,0.10671,0.0568,0.3963
0.27281,0.16613,0.10624,0.05646,0.39836
0.27234,0.16624,0.10508,0.05619,0.40015
0.27166,0.16576,0.10454,0.05575,0.40229
0.27099,0.1655,0.10391,0.05519,0.40441
0.27004,0.1651,0.1034,0.05492,0.40654
0.2697,0.16483,0.10226,0.05443,0.40878
0.26879,0.16413,0.10132,0.05493,0.41083
0.26847,0.16396,0.10016,0.05444,0.41297
0.26773,0.16329,0.10005,0.0539,0.41503
0.26714,0.16316,0.09892,0.05374,0.41704
0.26608,0.16159,0.09959,0.05364,0.4191
0.2655,0.16101,0.099,0.0533,0.42119
0.26476,0.15971,0.1002,0.05211,0.42322
0.26379,0.15956,0.09922,0.05187,0.42556
0.26285,0.15884,0.09874,0.0518,0.42777
0.26204,0.15843,0.09808,0.05156,0.42989
0.26089,0.15654,0.09888,0.05155,0.43214
0.26066,0.15623,0.09786,0.0511,0.43415
0.25978,0.15547,0.09824,0.05051,0.436
0.25867,0.15532,0.09792,0.05013,0.43796
0.2577,0.15479,0.09754,0.04995,0.44002
0.25708,0.15418,0.09691,0.04972,0.44211
0.25631,0.1533,0.09677,0.04946,0.44416
0.25643,0.15322,0.09496,0.04923,0.44616
0.25499,0.15229,0.09514,0.04919,0.44839
0.25457,0.15143,0.09466,0.04868,0.45066
0.25377,0.15071,0.09431,0.04859,0.45262
0.2532,0.15042,0.0933,0.04839,0.45469
0.2525,0.14966,0.09287,0.04829,0.45668
0.25165,0.1491,0.09226,0.04817,0.45882
0.25079,0.1482,0.09187,0.0482,0.46094
0.25002,0.14773,0.09131,0.04797,0.46297
0.24932,0.14717,0.09104,0.04765,0.46482
0.24824,0.14658,0.09083,0.04755,0.4668
0.24751,0.14581,0.09051,0.04734,0.46883
0.24614,0.14663,0.08937,0.047,0.47086
0.24488,0.14621,0.08767,0.04799,0.47325
0.2441,0.14528,0.08735,0.04765,0.47562
0.24317,0.14389,0.08738,0.04739,0.47817
0.24228,0.14318,0.08689,0.04705,0.4806
0.24152,0.14219,0.0866,0.04694,0.48275
0.2406,0.14175,0.08603,0.04639,0.48523
0.23963,0.14091,0.08597,0.04628,0.48721
0.23914,0.14007,0.08568,0.04576,0.48935
0.23826,0.1393,0.08478,0.04611,0.49155
0.23766,0.13871,0.08389,0.04591,0.49383
0.23682,0.13789,0.08376,0.04561,0.49592
0.23412,0.13849,0.08415,0.04524,0.498
0.23449,0.137,0.08363,0.04479,0.50009
0.23379,0.13646,0.08317,0.04429,0.50229
0.233,0.13558,0.08267,0.0441,0.50465
0.23211,0.13515,0.08225,0.04373,0.50676
0.23131,0.13494,0.08153,0.04338,0.50884
0.23088,0.13422,0.08035,0.0436,0.51095
0.23016,0.134,0.07946,0.04343,0.51295
0.2292,0.13355,0.07876,0.04318,0.51531
0.22837,0.13206,0.07945,0.04296,0.51716
0.22747,0.13151,0.0789,0.04262,0.5195
0.22661,0.13041,0.079,0.04241,0.52157
0.22594,0.13007,0.07844,0.04196,0.52359
0.22468,0.12943,0.07823,0.04182,0.52584
0.22405,0.12867,0.07763,0.04158,0.52807
0.22319,0.12793,0.07728,0.04127,0.53033
0.22213,0.12781,0.07648,0.04093,0.53265
0.22051,0.12741,0.0764,0.04065,0.53503
0.21955,0.12712,0.07592,0.04021,0.5372
0.21839,0.12664,0.07481,0.04068,0.53948
0.2175,0.12618,0.0742,0.04028,0.54184
0.21695,0.12567,0.07305,0.04017,0.54416
0.21616,0.12517,0.07239,0.03988,0.5464
0.21526,0.12462,0.07179,0.0396,0.54873
0.21431,0.12423,0.07137,0.03908,0.55101
0.2127,0.12406,0.07059,0.03916,0.55349
0.21177,0.12369,0.06993,0.03878,0.55583
0.21058,0.12323,0.06987,0.03839,0.55793
0.20939,0.12277,0.06941,0.03811,0.56032
0.20827,0.12201,0.0688,0.03796,0.56296
0.20736,0.12169,0.06816,0.03775,0.56504
0.20585,0.12131,0.06787,0.03761,0.56736
0.20476,0.12068,0.06748,0.0374,0.56968
0.2039,0.11978,0.06724,0.03709,0.57199
0.20289,0.11935,0.06668,0.03695,0.57413
0.2018,0.11784,0.06687,0.03693,0.57656
0.20127,0.11676,0.06673,0.03647,0.57877
0.20015,0.11612,0.06483,0.03726,0.58164
0.19907,0.11543,0.06443,0.0369,0.58417
0.19821,0.11486,0.06389,0.03656,0.58648
0.19724,0.11437,0.06345,0.03615,0.58879
0.19636,0.11314,0.06326,0.03597,0.59127
0.19553,0.11265,0.06249,0.03577,0.59356
0.19449,0.11069,0.06326,0.03553,0.59603
0.19362,0.10998,0.06269,0.03535,0.59836
0.19246,0.10953,0.06243,0.03506,0.60052
0.19195,0.10883,0.06169,0.0348,0.60273
0.19111,0.10821,0.06125,0.03445,0.60498
0.19027,0.10778,0.06067,0.03404,0.60724
0.18953,0.10728,0.05996,0.03352,0.60971
0.18865,0.10665,0.05968,0.03303,0.61199
0.18803,0.10567,0.05919,0.03257,0.61454
0.18683,0.10524,0.05849,0.03232,0.61712
0.18572,0.10439,0.05833,0.03191,0.61965
0.18485,0.10376,0.05797,0.03145,0.62197
0.18393,0.10298,0.05753,0.03124,0.62432
0.18309,0.10269,0.05695,0.03095,0.62632
0.18217,0.10159,0.05672,0.03064,0.62888
0.18132,0.10135,0.05617,0.03013,0.63103
0.18025,0.10074,0.05582,0.02989,0.6333
0.17888,0.1007,0.05508,0.02988,0.63546
0.17776,0.09871,0.05531,0.03043,0.63779
0.17692,0.09805,0.05487,0.03015,0.64001
0.17512,0.09765,0.05454,0.02995,0.64274
0.17437,0.09699,0.05398,0.02952,0.64514
0.17323,0.09648,0.05333,0.02948,0.64748
0.17235,0.09608,0.05275,0.0291,0.64972
0.17128,0.09525,0.05242,0.02897,0.65208
0.17039,0.09456,0.052,0.02852,0.65453
0.16901,0.09382,0.0517,0.02839,0.65708
0.16774,0.09334,0.05119,0.02826,0.65947
0.16644,0.09244,0.05116,0.02813,0.66183
0.16523,0.09147,0.05105,0.0279,0.66435
0.16413,0.09068,0.05081,0.02794,0.66644
0.16324,0.0898,0.05014,0.02774,0.66908
0.16192,0.0889,0.04964,0.02772,0.67182
0.16098,0.08843,0.04898,0.02732,0.67429
