N,E,S1,S2,D
0.29508,0.17379,0.1182,0.05787,0.35506
0.29428,0.17292,0.11781,0.05812,0.35687
0.29342,0.17284,0.11697,0.05812,0.35865
0.29267,0.17172,0.11707,0.05815,0.36039
0.29229,0.17134,0.11653,0.0577,0.36214
0.29166,0.17084,0.11591,0.05732,0.36427
0.29118,0.1702,0.11542,0.05705,0.36615
0.29029,0.17018,0.11477,0.05676,0.368
0.28972,0.16979,0.11376,0.05665,0.37008
0.28881,0.16907,0.11331,0.0564,0.37241
0.28779,0.1687,0.11304,0.05599,0.37448
0.28669,0.16876,0.11258,0.05562,0.37635
0.28627,0.16851,0.11197,0.05512,0.37813
0.28559,0.16834,0.11124,0.05498,0.37985
0.28501,0.16786,0.11081,0.05442,0.3819
0.28421,0.1671,0.11051,0.0542,0.38398
0.28349,0.16673,0.11012,0.05378,0.38588
0.28273,0.1661,0.10973,0.0536,0.38784
0.28211,0.16552,0.10924,0.05322,0.38991
0.2814,0.16423,0.10932,0.05317,0.39188
0.2808,0.16398,0.10878,0.05248,0.39396
0.28005,0.16351,0.10832,0.0521,0.39602
0.27969,0.16354,0.10717,0.05176,0.39784
0.27902,0.16303,0.10583,0.05211,0.40001
0.27843,0.16277,0.1051,0.0516,0.4021
0.27745,0.16237,0.10465,0.05132,0.40421
0.27696,0.16197,0.10377,0.05084,0.40646
0.27608,0.16126,0.10148,0.05269,0.40849
0.27557,0.16096,0.10073,0.05215,0.41059
0.27478,0.16042,0.10048,0.05169,0.41263
0.27422,0.16043,0.09924,0.05148,0.41463
0.27299,0.16008,0.09885,0.05138,0.4167
0.27359,0.16065,0.09595,0.05099,0.41882
0.27256,0.15827,0.09754,0.0508,0.42083
0.27146,0.15803,0.0968,0.05055,0.42316
0.27048,0.15727,0.09632,0.05057,0.42536
0.26977,0.15674,0.09576,0.05027,0.42746
0.26856,0.15478,0.09667,0.05031,0.42968
0.26798,0.15412,0.0962,0.05004,0.43166
0.26694,0.15348,0.09611,0.04994,0.43353
0.2647,0.15443,0.09583,0.04956,0.43548
0.26391,0.15382,0.09539,0.04933,0.43755
0.26328,0.15307,0.09492,0.04908,0.43965
0.26243,0.15218,0.09472,0.04895,0.44172
0.26244,0.15217,0.09294,0.04876,0.44369
0.26099,0.15128,0.09303,0.04875,0.44595
0.26039,0.15032,0.09277,0.04826,0.44826
0.25942,0.14992,0.09223,0.04824,0.45019
0.25881,0.14979,0.09115,0.04801,0.45224
0.25812,0.14895,0.09076,0.04795,0.45422
0.25719,0.14845,0.09013,0.04783,0.4564
0.2563,0.14744,0.08997,0.0478,0.45849
0.25544,0.14702,0.08954,0.04749,0.46051
0.2548,0.14633,0.08933,0.04716,0.46238
0.25372,0.14568,0.08913,0.04708,0.46439
0.25297,0.14489,0.08889,0.04674,0.46651
0.25231,0.14497,0.08793,0.04627,0.46852
0.25117,0.14435,0.08757,0.04601,0.4709
0.25031,0.14354,0.08723,0.04569,0.47323
0.24915,0.14293,0.08669,0.04541,0.47582
0.24831,0.14166,0.0867,0.04514,0.47819
0.24754,0.14065,0.0864,0.04509,0.48032
0.24655,0.14019,0.08587,0.04454,0.48285
0.24568,0.13919,0.08574,0.04452,0.48487
0.24512,0.13849,0.08537,0.04397,0.48705
0.24429,0.13782,0.08427,0.04439,0.48923
0.2436,0.13728,0.08347,0.04415,0.4915
0.24279,0.13644,0.08328,0.04391,0.49358
0.2401,0.13783,0.08296,0.04348,0.49563
0.24048,0.13621,0.08257,0.043,0.49774
0.23977,0.13572,0.08215,0.04243,0.49993
0.23832,0.13528,0.08191,0.04221,0.50228
0.2374,0.13483,0.08152,0.04183,0.50442
0.23702,0.13411,0.0809,0.04142,0.50655
0.23655,0.13419,0.07961,0.04099,0.50866
0.23584,0.13363,0.07914,0.04074,0.51065
0.23489,0.13309,0.07794,0.04113,0.51295
0.23402,0.13158,0.07869,0.0409,0.51481
0.23306,0.13102,0.07817,0.04058,0.51717
0.23222,0.12881,0.07937,0.04035,0.51925
0.2316,0.12846,0.07874,0.03988,0.52132
0.2304,0.12775,0.07848,0.03984,0.52353
0.22961,0.12715,0.07787,0.03966,0.52571
0.2287,0.12642,0.07747,0.03951,0.5279
0.22746,0.12613,0.07707,0.03913,0.53021
0.22484,0.12667,0.07689,0.03905,0.53255
0.22392,0.1263,0.07645,0.03863,0.5347
0.22283,0.12578,0.0741,0.04034,0.53695
0.22203,0.12519,0.07346,0.04004,0.53928
0.22142,0.12474,0.07235,0.03992,0.54157
0.22059,0.12436,0.07162,0.03961,0.54382
0.21977,0.12369,0.07103,0.03934,0.54617
0.21891,0.12326,0.07056,0.03881,0.54846
0.21807,0.12222,0.0698,0.03889,0.55102
0.21707,0.12189,0.0691,0.03858,0.55336
0.21581,0.12143,0.06911,0.03815,0.5555
0.21456,0.12107,0.06853,0.03795,0.55789
0.21295,0.12083,0.0679,0.03783,0.56049
0.21217,0.12043,0.06722,0.03762,0.56256
0.21099,0.11954,0.06709,0.03751,0.56487
0.2098,0.11848,0.06715,0.03735,0.56722
0.20893,0.11755,0.0669,0.03708,0.56954
0.20802,0.11704,0.06629,0.03698,0.57167
0.2069,0.11604,0.06601,0.03697,0.57408
0.20609,0.11556,0.06543,0.0366,0.57632
0.20445,0.11545,0.06458,0.03629,0.57923
0.20339,0.1148,0.06424,0.03588,0.58169
0.20246,0.11419,0.06383,0.03554,0.58398
0.20156,0.11355,0.06343,0.03519,0.58627
0.20055,0.11238,0.06337,0.03497,0.58873
0.19972,0.11196,0.06246,0.03483,0.59103
0.19863,0.11001,0.06328,0.03456,0.59352
0.19767,0.1093,0.06273,0.03439,0.59591
0.19662,0.10872,0.0625,0.0341,0.59806
0.19609,0.10796,0.06186,0.03384,0.60025
0.19522,0.10739,0.06134,0.03355,0.6025
0.19425,0.10708,0.06075,0.03314,0.60478
0.19335,0.10659,0.06015,0.03261,0.6073
0.19244,0.10601,0.05986,0.03209,0.6096
0.1916,0.10503,0.05953,0.03172,0.61212
0.19048,0.10448,0.05887,0.03149,0.61468
0.18924,0.10363,0.05826,0.03165,0.61722
0.18846,0.10306,0.05774,0.03119,0.61955
0.18748,0.10232,0.05732,0.03097,0.62191
0.18662,0.10202,0.05683,0.03062,0.62391
0.18573,0.10035,0.05711,0.03038,0.62643
0.18494,0.10009,0.05652,0.02986,0.62859
0.18384,0.09953,0.05609,0.02965,0.63089
0.18353,0.09944,0.0544,0.02959,0.63304
0.18235,0.09867,0.05397,0.02959,0.63542
0.18141,0.09801,0.05365,0.02932,0.63761
0.17886,0.09834,0.05337,0.02907,0.64036
0.17808,0.09771,0.05278,0.02871,0.64272
0.17682,0.09717,0.05226,0.02868,0.64507
0.17595,0.09672,0.05171,0.02825,0.64737
0.17481,0.09591,0.05141,0.02815,0.64972
0.17383,0.09478,0.05148,0.02773,0.65218
0.17207,0.09444,0.05113,0.02763,0.65473
0.17082,0.09398,0.05056,0.02749,0.65715
0.16951,0.09306,0.05041,0.02749,0.65953
0.16824,0.09266,0.0499,0.02715,0.66205
0.167,0.09194,0.04965,0.02722,0.66419
0.1661,0.09104,0.04895,0.02703,0.66688
0.1647,0.09031,0.04764,0.02777,0.66958
0.16372,0.08973,0.04705,0.02741,0.67209
